key,name,gender,birthdate,deathdate,description
Q22974724,이완자불화,m,13000101,,
Q22974740,이장원,m,19830907,,South Korean singer
Q22975015,진송아,f,19640627,,South Korean actress
Q22975111,최지원,f,19591224,,1961년생 대한민국의 배우
Q2315679,곽경택,m,19681023,,대한민국의 영화 감독
Q232285,최진실,f,19730405,20081002,대한민국의 배우
Q232491,이효리,f,19740825,,"대한민국의 가수, 방송인"
Q233371,태연,f,19980831,,"대한민국의 가수, 걸 그룹 소녀시대의 멤버 및 메인 보컬"
Q236485,한명숙,f,19400101,,대한민국의 정치인
Q2369258,최항,m,11660101,12570524,Third dictator of the Choe Military regime
Q23759211,임대홍,m,19490507,20160405,
Q237673,구혜선,f,19870701,,대한민국의 배우
Q23939885,홍정도,m,19491020,,"대한민국의 기업가, 중앙미디어네트워크 대표"
Q23994986,석동현,m,19600618,,South Korean lawyer
Q23994999,정유라,f,19550101,,대한민국의 승마 선수이자 최순실의 딸
Q24000223,순안왕대비,f,08770204,,Princesse
Q24000224,정화택주,f,11920210,,princess of the Goryeo dynasty of Korea
Q24000291,박종혁,m,19640627,,South Korean film actor
Q24000539,성목장공주,f,09500101,,princess of Goryeo
Q24000552,정태옥,m,19670101,,South Korean politician
Q24000580,성일종,m,19510820,,국민의힘 국회의원
Q24000602,김현권,m,19660101,,South Korean politician
Q24000620,박경미,f,19640101,,South Korean politician
Q24000661,채서진,f,19870103,,대한민국의 배우
Q24000700,박훈,m,19820312,,대한민국 배우
Q24000773,장정숙,f,19230101,,South Korean politician
Q24238917,장하석,m,19631001,,Korean-American historian and philosopher of science
Q24251305,박승철 (의사),m,19120728,20140601,South Korean physician
Q242651,노태우,m,19350311,20211026,대한민국의 제13대 대통령 (1932–2021)
Q24273241,러비,f,19901222,,대한민국의 가수
Q24323646,조백상,m,19290322,,대한민국의 외교관
Q24355800,김필순,m,18890101,19190101,
Q246167,김종필,m,19511227,20180623,대한민국의 제11·31대 국무총리
Q24856057,허훈,m,19650928,,대한민국의 농구 선수
Q24856176,윤지희,f,19850312,,대한민국의 바둑 기사
Q24856209,박세진,m,19951130,,대한민국의 야구 선수
Q24856218,박종찬,m,19640627,,South Korean actor
Q24856417,김홍선,m,19030814,19330701,독립운동가
Q24856446,왕선사,m,11520517,,
Q24857647,조태관,m,19591224,,한국계 캐나다인 배우
Q24858167,박애리,f,19790130,,대한민국의 국악인
Q24859999,효화태자,m,09250101,,Korean Royal Prince
Q24860028,도생승통,m,10500101,11120101,Goryeo Royal Prince
Q24860044,광주원군,m,08770204,09450101,Prince of Koryo
Q24860224,애상군,m,11000101,,prince of Goryeo
Q24860403,가순궁주,f,11810621,,
Q24860408,수명태자,m,08770204,,Prince
Q24860450,시령후,m,11810621,,
Q24860916,왕경지,m,11810621,,
Q24861296,윤득실,m,17980718,,조선 후기의 문신
Q24861439,이진이,f,19631215,,"대한민국의 모델, 배우 (1999년 출생)"
Q24861830,정동현,m,19910719,,South Korean baseball player
Q24862183,효목태자,m,08770204,,Prince
Q249469,정명희,f,19600417,,대한민국의 배드민턴 선수
Q25252530,김다영,f,19631109,,대한민국의 바둑 기사
Q25252795,김현정,f,19810214,,일본의 바둑 기사
Q2530,게르하르트 슈뢰더,m,19700603,,독일의 제7대 연방총리
Q25374501,정연,f,19930227,,대한민국의 가수
Q25559386,김량현,m,19870904,,South Korean singer
Q257425,대한제국 고종,m,19120525,19190121,조선의 26대 임금. 대한제국의 초대 황제
Q2598021,황준묵,m,19360531,,대한민국의 수학자
Q2600733,유상희,f,19631229,,대한민국의 배드민턴 선수
Q262520,한혜진,f,19890124,,대한민국의 배우
Q263732,고용희,f,19870926,20040813,김정일의 네번째 배우자
Q26689987,도영,m,19940526,,대한민국의 보이 그룹 NCT의 멤버
Q26701451,김복선,f,19950509,,badminton player
Q269537,성지현,f,19631119,,대한민국의 배드민턴 선수
Q269742,배두나,f,19520101,,대한민국의 배우
Q26987447,김주나,f,19600101,,가수
Q27058672,강석화,m,19300508,,한국의 역사학자
Q270687,탕웨이,f,19691209,,중국의 배우
Q271067,김경희,f,19460122,,조선민주주의인민공화국의 정치인
Q272236,진은숙,f,19630427,,South Korean composer
Q272329,엄정화,f,19740405,,"대한민국의 배우, 가수"
Q27306309,윤지수,f,19610704,,대한민국의 펜싱 선수
Q27514522,최순실,f,19120825,,"대한민국의 범죄자, 2016년 국정농단사태의 주범"
Q277225,독고영재,m,19290429,,대한민국의 배우이다.
Q27824719,김혜정,f,19670220,,badminton player
Q27906365,김원호,m,19700411,,badminton player
Q27951694,최운주,,19000621,,조선민주주의인민공화국의 조선사회민주당 정치인
Q27952219,이정후,m,19700815,,대한민국의 야구 선수
Q27952967,유종완,m,19911221,,축구 선수(1959-)
Q27953113,왕위군,m,08770204,,Prince
Q27953114,인애군,m,08770204,,Prince
Q27953115,조이군,m,08770204,,
Q27953118,효지태자,m,08770204,,
Q27953124,효제태자,m,08770204,,
Q27953125,효명태자,m,08770204,,
Q27953126,법등군,m,08770204,,prince
Q27953283,김충훈,m,19880216,,대한민국의 록 가수
Q27953288,명주완,m,19310101,19770101,
Q27953616,자리군,m,08770204,,Prince
Q27953845,영창공주,f,11810621,,
Q27953846,정희궁주,f,11810621,,
Q27953990,수흥궁주,f,11920210,,princess of Goryeo
Q27954100,충명국사,m,11810621,,
Q27982975,박경호,m,19670708,,유도 선수
Q28355519,김태호,m,19621023,20020710,대한민국의 정치인
Q28357800,채몽인,m,19360722,19700712,애경그룹 창업주
Q28415860,조혜정,f,19650630,,South Korean actress
Q28502606,김익수,m,19650913,,유도 선수
Q28530017,아이,f,19920905,,South Korean singer
Q28607727,김중수,m,19640127,,badminton player
Q28663892,Han Sung-Chul,m,19770805,,South Korean judoka
Q28698301,효덕태자,m,10000101,,
Q28698539,채형석,m,19360722,,"대한민국의 기업가, 애경그룹 총괄부회장"
Q28698692,이창순,m,19600424,,
Q28698781,남윤호,m,19510320,,South Korean actor
Q28699503,백효주,m,12470101,,
Q28699662,김덕지,m,09510101,,
Q28699722,정지우,m,19681023,,대한민국의 영화 감독
Q28700404,송준평,m,19670117,,대한민국의 축구 선수
Q28920850,김수연,f,19970901,,대한민국의 피겨스케이팅 선수
Q28920856,김형태,m,20010424,,대한민국의 피겨스케이팅 선수
Q28966728,김경애,f,19910310,,컬링 선수
Q290926,정소영,f,19980103,,대한민국의 배드민턴 선수
Q2947463,인재근,f,19470214,,대한민국의 정치인
Q29654372,강주순,m,19250402,,한국계 미국인 외교관
Q296734,문선명,m,19430210,20120902,통일교의 창시자
Q29841145,김광섭,m,19510101,,North Korean diplomat
Q29881198,김정숙,f,19530124,,"대한민국의 영부인으로, 문재인 대통령의 부인"
Q302096,고려 우왕,m,,13900108,고려의 32대 임금
Q30949603,율희,f,19921111,,대한민국의 가수이자 라붐의 전 멤버
Q310971,차두리,m,19530522,,대한민국의 전 축구 선수 출신 축구 지도자
Q311219,홍금보,m,19740701,,홍콩의 배우
Q31176842,심재환,,19691222,,
Q31178499,오영환,m,19880911,,대한민국의 소방공무원 출신 정치인
Q31178662,최재원,m,19601203,,"기업인, SK그룹 수석부회장"
Q31178702,노태강,m,19621120,,
Q31179301,천규덕,m,19600909,20200602,대한민국의 프로 레슬러 씨름선수
Q31179364,장하성,m,19511220,,대한민국의 경영학자
Q31179449,표진인,m,19770210,,South Korean psychiatrist and writer
Q31179630,김재영,f,19870620,,South Korean volleyball player
Q313083,기성용,m,19811027,,대한민국의 축구 선수
Q313350,최규하,m,19160303,20061022,"대한민국의 제10대 대통령, 박정희 대통령 서거 후 권한대행 (1919–2006)"
Q313968,안정환,m,19790424,,"대한민국의 축구선수 출신 축구감독, 해설가, 방송인"
Q315484,박찬욱,m,19650101,,대한민국의 영화 감독
Q3156766,J. P. Testwuide,m,19870205,,American ice hockey player
Q317824,김정남,m,19741230,20170213,조선민주주의인민공화국의 정치인
Q318485,비,m,19800329,,"대한민국의 가수, 배우, 안무가"
Q3196768,김미정,f,19680114,,1971년생 대한민국의 유도 선수
Q32059867,김성혜,f,19360214,20200211,"한세대학교 총장, 조용기 목사의 부인 (1942‐2021)"
Q32538394,허준이,m,19550101,,"한국계 미국인 수학자, 한국 최초 필즈상 수상자"
Q32729,장하준,m,19350119,,South Korean economist
Q33082981,김영세,m,19640615,,대한민국의 교수
Q332998,류승완,m,19800809,,대한민국의 영화 감독
Q333163,김태훈,m,19710415,,South Korean actor
Q3332980,Mélodie Nakachian,f,19540110,,kidnapping victim
Q334111,대한제국 순종,m,18940820,19260425,대한제국의 2대 황제
Q334312,고려 태조,m,09250101,09430709,고려의 초대 임금
Q334504,배용준,m,19851127,,"대한민국의 배우, 사업가"
Q3365409,박성준,m,19440324,,politician
Q3375326,김선화,f,19880906,,handball player
Q3382230,경신공주,f,13351019,,
Q339595,나시모토노미야 모리마사,m,19011104,19510101,Japanese prince
Q346751,차범근,m,19800725,,"대한민국의 축구인, 축구지도자"
Q3484849,신상우,m,19930801,,대한민국의 아이스하키 선수
Q3548661,한태윤,f,19800108,,대한민국의 배우
Q3565110,윤치오,m,18961005,19501222,일제 강점기의 관료
Q356675,한승수,m,19390101,,"대한민국의 정치인, 외교관"
Q3572265,이인성,m,19241021,,대한민국의 작가
Q3615940,오길남,m,19420101,,대한민국의 경제학자
Q3662876,마의태자,m,09510101,,신라 경순왕의 태자
Q368516,전미라,f,19691015,,대한민국의 테니스 선수
Q368852,서태지,m,19780806,,대한민국의 음악가
Q368892,고려 고종,m,11520517,12590728,고려의 23대 임금
Q3700561,유치송,m,19550330,20060602,South Korean politician (1924-2006)
Q3703166,한상진,m,19770114,,South Korean actor
Q3703167,전혜진,f,19790219,,대한민국의 배우 (1988년 출생)
Q3703171,박윤재,m,19790328,,South Korean actor
Q3724024,홍은희,f,19691128,,South Korean actress
Q37682,조선 세종,m,13650719,14500226,조선 제4대 왕(r. 1418 – 1450)
Q378483,조선 태조,m,13560622,14080602,조선의 초대 임금. 대한제국의 추존 황제
Q3786443,진태현,m,19800106,,대한민국의 배우
Q379667,최용건,m,19300101,19760919,North Korean military person and politician (1900-1976)
Q380121,이병헌,m,19820216,,대한민국의 배우
Q3816460,구보타 시게코,f,19320720,20150723,"비디오 아티스트, 백남준의 배우자"
Q384293,신경숙,f,19600904,,대한민국의 소설가
Q385795,김정철,m,19741230,,조선민주주의인민공화국 최고지도자 김정일의 차남
Q390099,육영수,f,19171114,19740815,대한민국의 대통령 부인
Q39040353,이규승,m,19250611,20000101,"간도특설대원, 대한민국의 군인"
Q39040354,박명렬,m,19400105,20031019,
Q39094770,Wang Deshou,m,14000101,,
Q391400,정경화,f,19530122,,Korean violinist
Q391965,조정석,m,19810408,,대한민국의 배우
Q39498825,기모란,f,19330101,,대한민국의 예방의학 전문 의학자
Q402165,안재형,m,19910917,,대한민국의 탁구 선수
Q402179,안성기,m,19600101,,대한민국의 배우
Q4022738,전미선,f,19690406,20190629,배우
Q40403425,위샤오광,m,19790120,,Chinese composer and actor
Q41117,김일성,m,19241229,19940708,조선민주주의인민공화국의 창건자이자 초대 지도자 (1912–1994)
Q4124884,원정식,m,19860804,,대한민국의 역도 선수
Q4132779,김윤석,m,19710101,,"대한민국의 영화 배우, 영화 감독"
Q41520899,문용형,m,19530124,19780101,"일제 강점기, 조선민주주의인민공화국, 대한민국의 관료이자 문재인의 부친"
Q41520985,강한옥,f,19530124,20191028,대한민국의 노동자이자 문재인의 모친
Q42155021,강주은,f,19620327,,한국계 캐나다인 미스코리아
Q42326418,명희준,m,19651015,,연구원
Q42418509,Go Woo-seok,m,19740913,20170821,
Q42418693,Kwak U-ji,m,19170101,,Korean hotel mogul based in Japan
Q4307061,문국진,m,19430210,,Korean-American businessman
Q4307062,문인진,f,19430210,,American unificationist leader
Q43110888,고은채,f,19810614,,South Korean actress
Q43111132,아리,f,19700619,,가수 (1994년 출생)
Q43171806,최무영,m,19550101,,물리학자
Q4330912,김여정,f,19741230,,조선민주주의인민공화국의 지도자인 김정은의 여동생
Q433295,류미영,f,19140917,20161123,조선민주주의인민공화국의 정치인
Q433383,길영아,f,19990602,,대한민국의 배드민턴 선수
Q433389,박승희,f,19930726,,대한민국의 쇼트트랙 선수
Q43762448,두순자,f,19411227,,murderer
Q43763542,Billy Heung Ki Du,m,19411227,,
Q439435,신숙자,f,19420101,20081123,대한민국의 간호사
Q439722,손흥민,m,19620610,,대한민국의 축구 선수
Q44260,하지원,f,19840302,,대한민국의 배우
Q44395499,다케나카 히토시,m,19261025,,Japanese sociologist
Q444047,강량욱,m,19311015,19830109,조선민주주의인민공화국의 정치인
Q445643,이병철,m,19420109,19871119,"대한민국의 기업인, 삼성그룹의 창업주 (1910–1987)"
Q446878,거미,f,19801226,,대한민국의 대중음악인
Q449397,최은희,f,19261011,20180416,대한민국의 배우
Q4502171,김성령,f,19720215,,대한민국의 배우
Q4516989,조혜연,f,19910313,,대한민국의 바둑 기사
Q4532603,허남식,m,19780324,,"제33,34,35대 부산광역시장"
Q456182,문소리,f,19700118,,"대한민국의 배우, 영화 감독"
Q456408,리분희,f,19681125,,table tennis player
Q456609,김옥빈,f,19940430,,대한민국의 배우
Q456828,자오즈민,f,19910917,,table tennis player
Q45785,김대중,m,19220921,20090818,1998년부터 2003년까지 대한민국 대통령
Q461374,송종국,m,19790405,,대한민국의 축구 선수
Q46259,김일엽,f,18960428,19710128,"Korean writer, poet, journalist, Buddhist nun and activist"
Q46316315,김영미,f,19940121,,컬링선수
Q463949,김정숙,f,19410216,19490922,"조선민주주의인민공화국의 정치인, 조선의 독립운동가"
Q464372,김소연,f,19800213,,대한민국의 배우
Q464503,명성황후,f,18520908,18950820,대한제국 고종의 황후
Q464574,김태희,f,19820625,,"대한민국 배우, 모델"
Q464623,정수정,f,19890418,,"대한민국의 가수이자 배우, 걸 그룹 f(x)의 멤버"
Q465263,윤정희,f,19460510,20230119,대한민국의 배우 (1944–2023)
Q466457,허정숙,f,18850101,19910605,"조선민주주의인민공화국의 독립운동가, 여성운동가"
Q466477,나혜석,f,19290620,19481210,대한민국의 예술가
Q467,여성,,19601227,,사람의 성별에 따른 분류
Q468467,정주영,m,19480914,20010321,"대한민국의 기업인, 현대그룹의 창시자 (1915–2001)"
Q468490,장동건,m,19721006,,대한민국의 남배우
Q469387,고려 광종,m,08770204,09750704,고려의 4대 임금
Q469432,흥선대원군,m,18520908,18980201,조선 고종의 아버지
Q470047,윤치영,m,19020421,19960209,대한민국의 정치인
Q47004960,민유숙,f,19591227,,
Q47090316,이기복,m,19950718,,South Korean curler
Q4713069,다니엘 베스,m,19780709,,미국의 배우
Q47354459,홍정은,f,19771003,,screenwriter from South Korea
Q4749844,안병훈,m,19650108,,대한민국의 골프 선수
Q475420,Paul Seidel,m,19690101,,German mathematician
Q4763201,앤지 고프,f,19800317,,Korean-born American broadcast journalist
Q47667470,조은정,f,19771104,,South Korean TV announcer
Q47670274,김시학,m,19640101,,North Korean politician
Q48053717,이기정,m,19950718,,South Korean male curler
Q48159708,서명준,m,19900927,,대한민국의 프리스타일 스키 선수
Q482694,전태일,m,19530101,19701113,대한민국의 노동운동가
Q482738,권양숙,f,19460901,,대한민국의 전 영부인
Q482783,김준수,m,19861215,,South Korean singer from band JYJ
Q482817,조용기,m,19420610,20210914,대한민국의 기독교 목사 (1936–2021)
Q482826,원수연,f,19690101,,South Korean comics artist
Q482887,이종범,m,19980820,,대한민국의 야구 선수
Q482889,윤영선,m,18641226,19880206,대한민국의 정치인
Q482900,윤웅렬,m,18950217,19110922,조선 말기의 무신
Q482917,이건,m,18770330,19901221,일본 제국 육군의 조선 왕자와 기병 장교
Q482991,태양,m,19860205,,대한민국의 음악가 겸 빅뱅의 일원
Q483010,흥친왕,m,18520908,19120909,Korean Joseon prince (1845-1912)
Q483105,하야카와 렌,f,19841006,,Japanese archer
Q483117,이충희,m,19601130,,대한민국의 농구 선수
Q483216,조경철,m,19360928,20100306,"대한민국의 천문학자, 수필가 (1929–2010)"
Q483218,정수근,m,19780304,,South Korean baseball player
Q483255,효령대군,m,13650719,14860101,조선 태종의 둘째 아들
Q483467,진안대군,m,13351019,13930101,조선 초기의 왕자
Q483517,백윤식,m,19780321,,대한민국의 배우
Q483563,지연,f,19870728,,대한민국의 가수이자 배우 (1993년 출생)
Q483621,권상우,m,19800819,,대한민국의 배우
Q483661,김효진,f,19760413,,대한민국의 배우
Q483773,한재석,m,19780103,,South Korean actor
Q483798,백건우,m,19440730,,대한민국의 피아노 연주자
Q483892,이재룡,m,19690124,,대한민국의 배우
Q483953,기태영,m,19810303,,South Korean actor
Q484002,이준,m,18880407,19070714,대한제국의 외교관
Q484027,JOO,f,19941004,,South Korean singer
Q484157,하야카와 나미,f,19870824,,Japanese archer
Q484197,남현희,f,19860101,,대한민국의 펜싱 선수
Q484328,이상우,m,19801102,,South Korean actor
Q484366,민효린,f,19880518,,대한민국의 배우 겸 가수
Q484380,문성근,m,19180602,,"대한민국의 배우, 정치인"
Q484399,이미연,f,19690224,,대한민국의 배우
Q484400,송강호,m,19960729,,대한민국의 영화 배우
Q484522,김지운,m,19561010,,대한민국의 영화 감독
Q484572,홍상수,m,19290101,,영화 감독
Q484840,송일국,m,19450905,,대한민국의 배우
Q484856,박희순,m,19810401,,대한민국의 배우 (1970년 출생)
Q484859,소지섭,m,19940325,,대한민국의 배우
Q484866,의민태자,m,19011104,19700501,대한제국 고종의 황자
Q484886,소연,f,19961117,,대한민국의 가수이자 배우 (1987년 출생)
Q4848967,박일,m,19491107,20190731,대한민국의 성우 겸 배우
Q484960,김무생,m,19721003,20050416,대한민국의 배우 (1940–2005)
Q485059,신해철,m,19680506,20141027,"대한민국의 음악가, 라디오 DJ"
Q485078,김남주,f,19690224,,대한민국의 배우
Q485168,안재욱,m,19800704,,"대한민국의 배우, 가수"
Q485170,이덕화,m,19190720,,대한민국의 배우
Q485218,이기영,m,19361030,19840809,Korean writer
Q485308,이청아,f,19500101,,"대한민국의 배우, 모델"
Q485466,정석원,m,19760325,,대한민국의 배우
Q485504,고려 창왕,m,13650802,13900108,고려의 33대 임금
Q485517,송중기,m,19811122,,대한민국의 배우
Q485556,조선 정종,m,13351019,14191005,조선의 2대 임금
Q485574,김근태,m,19531111,20111230,대한민국의 정치인
Q485578,경순왕,m,09510101,09780513,King of Silla
Q485587,고려 혜종,m,08770204,09451023,고려의 2대 임금
Q485604,덕혜옹주,f,18770330,19890421,대한제국의 마지막 황녀
Q4857706,윤택영,m,18940820,19351024,"조선의 문신, 대한제국의 관료"
Q485905,유재석,m,19810604,,대한민국의 방송인
Q485911,윤상현,m,19790910,,"대한민국의 배우, 가수"
Q486028,이상,m,19160101,19370417,"한국의 시인, 소설가"
Q486074,보람,f,19610316,,South Korean singer and actress
Q486079,김자옥,f,19511220,20141116,대한민국의 배우 (1951–2014)
Q486134,채리나,f,19840121,,South Korean singer
Q486151,채시라,f,19690905,,대한민국의 배우
Q486180,김여진,f,19720101,,대한민국의 배우
Q486241,조재현,m,19890325,,"대한민국의 배우, 성범죄자"
Q486251,양녕대군,m,13650719,14620907,조선 태종의 왕자
Q486303,유길준,m,18561024,19140930,"조선 후기, 대한제국의 정치인, 계몽 사상가, 독립 운동가"
Q486331,한정수,m,19221103,,대한민국의 배우
Q486369,최순호,m,19881013,,South Korean footballer
Q486374,김두한,m,19711001,19721121,"대한민국의 정치가, 건달"
Q486416,백선엽,m,19230218,20200710,"만주국의 간도특설대 장교, 대한민국 육군 장성, 정치인, 외교관, 기업인, 교육인, 사회운동가"
Q48645209,오승윤,m,19051224,20060113,South Korean painter
Q486559,이세돌,m,19750322,,대한민국의 바둑 기사
Q486569,문현진,m,19430210,,Chairman of Global Peace Festival
Q486594,효영,f,19930422,,"대한민국의 가수, 배우, 모델"
Q486599,신동빈,m,19221004,,대한민국의 기업인. 롯데 창업주의 아들
Q486847,유영진,m,19741207,,"대한민국의 작사가, 작곡가 겸 프로듀서"
Q486995,류화영,f,19930422,,대한민국의 배우
Q487020,윤진희,f,19901209,,Korean weightlifter
Q487289,성혜림,f,19410216,20020518,"조선민주주의인민공화국의 배우, 김정일의 배우자"
Q487293,한창화,m,19731111,20060418,대한민국의 전 축구 선수
Q487550,허준,m,15460101,16150101,조선시대의 의학자
Q487728,의친왕,m,19091028,19550815,대한제국 고종의 서자
Q487876,여홍철,m,20020220,,"대한민국의 체조 해설가, 전직 체조 선수"
Q487979,하하,m,19831022,,"대한민국의 가수, 방송인, 배우"
Q488015,조윤희,f,19800726,,대한민국의 배우
Q488025,고현정,f,19680919,,대한민국의 배우
Q488038,윤승아,f,19820522,,대한민국의 배우
Q488106,노민우,m,19941113,,South Korean actor and singer
Q488312,임권택,m,19810702,,대한민국의 영화 감독
Q488446,정몽구,m,19151125,,"대한민국의 기업인, 현대자동차그룹의 회장"
Q488500,조선 익조,m,12500101,,조선 태조의 증조부
Q488600,문희준,m,19910515,,"대한민국의 가수, 배우"
Q488666,조선 목조,m,13000101,12740101,조선 태조의 고조부
Q488670,익안대군,m,13351019,14041005,조선 태조와 신의왕후의 왕자
Q488697,조선 도조,m,13000101,13420724,조선 태조의 할아버지
Q488700,회안대군,m,13351019,14210410,조선 태조와 신의왕후의 왕자
Q488742,최철한,m,19881102,,대한민국의 바둑 기사
Q488866,서향순,f,19630309,,South Korean archer
Q489006,유이,f,19620503,,대한민국의 가수이자 배우
Q489036,차인표,m,19690307,,대한민국의 배우
Q489067,김승우,m,19710923,,대한민국의 배우
Q489091,박예진,f,19700213,,대한민국의 배우 (1981년 출생)
Q489279,김형직,m,19200921,19260605,"일제 강점기 독립 운동가, 김일성의 아버지"
Q489290,김문수,m,19640101,,대한민국의 배드민턴 선수
Q489462,채림,f,19651213,,대한민국의 배우
Q489475,유지태,m,19840210,,대한민국의 배우
Q489575,백지영,f,19850516,,대한민국의 가수
Q489667,손호영,m,19770724,,"South Korean singer, dancer and actor"
Q489681,이선균,m,19760810,,대한민국의 배우
Q489737,이석,m,18770330,,"대한제국 황족 후손, 가수"
Q489874,심은하,f,19650516,,대한민국의 배우
Q489934,김정화,f,19770103,,South Korean actress
Q489952,유진,f,19781209,,대한민국의 가수
Q490001,김좌진,m,19180515,19300124,"대한민국의 군인, 청산리 전투의 지휘관"
Q490114,정몽준,m,19151125,,"대한민국의 기업인, 정치인"
Q490120,설경구,m,19730607,,대한민국의 배우
Q490130,정준호,m,19790312,,대한민국의 배우
Q490170,이지아,f,19720221,,대한민국의 배우
Q490410,하정우,m,19460508,,대한민국의 배우
Q490822,허담,m,19300101,19910511,조선민주주의인민공화국의 정치인
Q490905,이완,m,19800329,,한국 배우
Q490938,양현석,m,19810309,,전 YG엔터테인먼트대표
Q491013,윤여정,f,19450402,,대한민국의 배우
Q491079,기황후,f,12660101,13690101,empress of the Yuan dynasty
Q491095,주상욱,m,19850716,,대한민국의 배우
Q491143,최민수,m,19280225,,대한민국의 배우
Q491240,윤봉길,m,19590503,19321219,일제강점기 조선의 독립운동가 (1908-1932)
Q491363,김주혁,m,19430316,20171030,대한민국의 배우 (1972–2017)
Q491392,연정훈,m,19820202,,대한민국의 배우
Q491397,박솔미,f,19730812,,South Korean actress
Q491419,최진영,m,19681224,20100329,"대한민국의 배우, 가수"
Q491482,이천희,m,19880617,,"대한민국의 배우, 패션 모델"
Q491580,문정혁,m,19910224,,"대한민국의 가수, 배우"
Q49161810,정재원,m,19990602,,South Korean speed skater
Q491750,이해원,f,19091028,20200208,고종의 손녀이자 의친왕의 둘째 딸 (1919–2020)
Q491763,지성,m,19790112,,대한민국의 배우
Q491807,이보영,f,19770227,,"대한민국의 배우, 모델"
Q492243,이희준,m,19840618,,South Korean actor
Q4923774,신정왕후,f,08770204,09830101,고려 태조의 왕후
Q492515,민규동,m,19710101,,영화 감독
Q492582,허영호,m,19910225,,대한민국의 바둑 기사
Q492756,박인천,m,19370810,19840616,"기업가, 금호그룹 창업주"
Q492802,이동훈,m,19860220,,figure skater
Q492997,이동건,m,19821013,,"대한민국의 배우, 전 가수"
Q493021,최수종,m,19691029,,대한민국의 배우
Q493026,송윤아,f,19680501,,"대한민국의 배우, 모델"
Q493090,별,f,19790820,,대한민국의 가수
Q493135,조영남,m,19470619,,South Korean singer
Q493322,이영구,m,19930324,,대한민국의 바둑 기사
Q4934381,김을동,f,19711001,,"대한민국의 정치인, 연기자"
Q493455,전노민,m,19571231,,대한민국의 배우
Q4935832,백인엽,m,19201123,20131214,"대한민국의 육군 장성, 교육행정가"
Q493597,최태준,m,19900218,,대한민국의 배우
Q493659,고려 정종,m,08770204,09490101,고려의 3대 임금
Q493691,김무열,m,19830929,,대한민국의 배우
Q493692,고려 경종,m,09250101,09810818,고려의 5대 임금
Q493702,고려 성종,m,10000101,09970101,고려의 6대 임금
Q493723,고려 목종,m,09551114,10090308,고려의 7대 임금
Q493736,고려 현종,m,09500101,10310623,고려의 8대 임금
Q493769,고려 문종,m,10500101,10830908,고려의 11대 임금
Q493785,고려 순종,m,10500101,10831211,고려의 12대 임금
Q493797,고려 선종,m,11000101,10940623,고려의 13대 임금
Q493812,고려 헌종,m,11000101,10971106,고려의 14대 임금
Q493830,고려 숙종,m,10500101,11051117,고려의 15대 임금
Q493857,윤지민,f,19790523,,대한민국의 배우
Q493874,고려 인종,m,11270530,11460417,고려의 17대 임금
Q493891,윤치창,m,18400417,19730101,일제강점기의 기업가
Q493893,고려 의종,m,11440818,11731114,고려의 18대 임금
Q493913,고려 명종,m,11270530,12021203,고려의 19대 임금
Q493930,고려 신종,m,11270530,12040222,고려의 20대 임금
Q493946,고려 희종,m,11440818,12370831,고려의 21대 임금
Q493978,고려 원종,m,11920210,12740730,고려의 24대 임금
Q493995,최덕신,m,19210214,19891114,대한민국과 조선민주주의인민공화국의 정치인
Q494074,고려 공민왕,m,13650802,13741104,고려의 제31대 임금
Q494097,이서진,m,19410101,,대한민국의 배우
Q494135,고려 정종,m,11000101,10460630,고려의 10대 임금
Q494190,장나라,f,19760807,,"대한민국의 배우, 가수"
Q494222,성민,m,19850408,,"대한민국의 가수, 배우"
Q494290,신중현,m,19600101,,대한민국의 록 음악 싱어송라이터 및 기타리스트
Q494412,이건희,m,19100212,20201025,"대한민국의 기업인, 삼성그룹 전 회장"
Q494851,은지원,m,19260101,,"대한민국의 가수, 래퍼"
Q494856,원빈,m,19790222,,대한민국의 배우
Q495000,박규리,f,19480210,,"대한민국의 배우, 전 가수"
Q495069,한선화,f,19941224,,"대한민국의 가수,배우 (1990년 출생)"
Q495407,유준상,m,19800217,,대한민국의 배우
Q495480,김책,m,19240827,19510131,조선민주주의인민공화국의 정치인
Q495636,김부식,m,10610101,11510101,고려의 역사가
Q495668,문태종,m,19780210,,American basketball player
Q495748,신상옥,m,19261120,20060411,대한민국의 영화 제작자
Q496004,장성택,m,19330407,20131212,"북한의 정치가, 군인"
Q496092,노진규,m,19891019,20160403,South Korean short track speed skater (1992-2016)
Q496170,박산다라,f,19901007,,대한민국의 가수
Q496205,여운형,m,19270801,19470719,한국의 정치인
Q496237,윤미래,f,19740729,,미국 출신의 대한민국 여자 가수
Q496310,윤치왕,m,18400417,19821221,"일제 강점기의 의사, 독립운동가"
Q496356,고소영,f,19720307,,대한민국의 배우
Q496384,이민정,f,19700712,,대한민국의 배우
Q496413,박하선,f,19790905,,대한민국의 배우
Q496421,이구,m,19011104,20050716,대한제국의 황족
Q496439,한가인,f,19781106,,대한민국의 배우
Q496466,이나영,f,19771110,,대한민국의 배우
Q496491,김수현,m,19600101,,대한민국의 1988년생 남배우
Q496509,이회창,m,19050510,,대한민국의 정치인
Q496572,김윤옥,f,19411219,,대한민국의 영부인
Q496627,이철승,m,19560724,20160227,"대한민국의 학생운동가, 정치인"
Q496634,윤영렬,m,18980210,19390101,"일제강점기의 군인, 정치가"
