key,name,gender,birthdate,deathdate,description
Q12619846,최종현,m,19601203,19980826,"기업인, 전 선경그룹 회장"
Q12619904,최충수,m,11490101,,
Q12623985,한만년,m,19590716,20040430,
Q12623986,한말숙,f,19360531,,대한민국의 작가
Q12624043,한병기,m,19370101,20170421,"대한민국의 외교관, 기업가"
Q12624092,한석명,m,19181025,20000101,
Q12624116,한성주,f,19700709,,대한민국의 모델
Q12624327,한지승,m,19680215,,대한민국의 영화 감독
Q12624661,해이,f,19710113,,South Korean singer
Q12624812,허기호,m,19240508,,대한민국의 배우
Q12624816,허동수,m,19110806,,"대한민국의 기업인, GS칼텍스 회장"
Q12624868,허욱,m,19490314,,South Korean actor
Q12624994,현기봉,m,18890829,19240101,일제 강점기의 관료
Q12625079,현영원,m,19281013,20061124,
Q12625091,현준호,m,18550101,19500928,일제 강점기의 금융인
Q12625359,홍라희,f,19420109,,"기업인, 전 삼성미술관 리움 관장"
Q12625377,홍범식,m,18880101,19100101,
Q12625419,홍숙자,f,19580906,,"South Korean diplomat, professor, feminist, and politician"
Q12625503,홍진기,m,19491020,19860713,"대한민국의 법조 출신 정치인, 중앙일보 창간주 (1917–1986)"
Q12625538,홍혜걸,m,19650511,,South Korean journalist
Q12625671,화의옹주 김씨,f,13351019,,
Q12625798,황동규,m,19150326,,대한민국의 작가
Q12625854,황세옥,f,19641118,,대한민국의 가수
Q12625857,황순희,f,19150909,20200117,조선민주주의인민공화국의 정치인 (1919–2020)
Q12626021,효령태자,m,11270530,13940101,crown Prince of Goryeo
Q12626031,효성태자,m,08770204,09760101,prince of Goryeo
Q12626039,효은태자,m,08770204,,noble Korean
Q12626049,효회공주,f,11440818,11990101,princess Heungdeok
Q12626132,휴 린턴,m,19591208,19841020,
Q12626204,흥방궁주,f,08770204,,Princesse of Koryo
Q12626230,흥화궁군,m,09120101,,prince of Goryeo
Q1276156,구본무,m,19250424,20180520,"대한민국의 기업가, 전 LG그룹 회장"
Q1280778,김한솔,m,19710510,,"North Korean student, ruling family member"
Q12834850,인교진,m,19840828,,대한민국의 배우 겸 유튜버
Q129471,김무영,m,19861215,,"대한민국의 배우, 가수"
Q12962151,Q12962151,f,19820525,,South Korean actress
Q12963833,은서우,f,19940721,,South Korean actress
Q12965580,정우,m,19791012,,대한민국의 남자배우
Q12966411,김은서,f,19610212,,대한민국의 배우
Q12966451,김진근,m,19220406,,대한민국의 배우
Q12966460,김주일,f,19730220,,대한민국의 배우
Q12969233,박동빈,m,19810810,,대한민국의 배우
Q12970204,김량하,m,19870904,,South Korean singer
Q12972710,연규진,m,19781106,,대한민국의 배우
Q13423737,신상훈,m,19871212,,아이스하키 선수로
Q13432221,백옥자,f,19791217,,South Korean athletics competitor
Q13482021,이효정,m,19630826,,South Korean actor
Q13553537,정일훈,m,19901011,,대한민국의 비투비 現 멤버
Q13580246,박수진,f,19720829,,"대한민국의 배우, 가수 (1985년)"
Q13646009,이은주,f,19790718,,대한민국의 가수 (1981)
Q13701421,최영애,f,19480101,,대한민국의 중문학자
Q138048,박근혜,f,19171114,,대한민국의 제18대 대통령 (1952-)
Q14304,조선 태종,m,13351019,14220519,조선의 3대 임금
Q14320941,김소니아,f,19780318,,Romanian–South Korean basketball player
Q14342,이명박,m,19470326,,대한민국의 제17대 대통령 (1941-)
Q14345,노무현,m,19471223,20090523,대한민국의 제16대 대통령 (1946-2009)
Q14356,박정희,m,19520202,19791026,대한민국의 제5•6•7•8•9대 대통령
Q14362,전두환,m,19421020,20211123,대한민국의 11대.12대 대통령 (1931–2021)
Q14425626,박용식,m,19780417,20130802,대한민국의 배우 (1946–2013)
Q14483063,이응경,f,19690123,,대한민국의 여자 배우
Q14552393,김혜경,f,19930309,,North Korean long-distance runner
Q14566767,안혜왕후,f,11920210,12320101,고려 고종의 왕후
Q14623809,김혜순,f,19471201,,poet
Q14723581,박세영,m,19920328,,South Korean speed skater
Q1478446,김사랑,m,19910908,,대한민국의 배드민턴 선수
Q14850145,박세웅 (1995년),m,19970627,,South Korean baseball player
Q14864448,김주애,f,19820108,,김정은과 리설주의 딸
Q15057674,문흥진,m,19430210,19840102,South Korean unificiationist leader
Q1510259,Gerardus de Vries,m,16300101,17041201,Dutch theologian and philosopher
Q15120995,이일화,f,19560106,,대한민국의 배우
Q15139424,영성대군,m,13351019,,
Q15294611,성찬경,m,19670101,20130226,Korean poet (1943-2013)
Q15312183,배구자,f,19220101,20030101,대한민국의 무용가 (1905—2003)
Q15344562,양희경,f,19520813,,대한민국의 배우
Q153778,정명훈,m,19480326,,대한민국의 피아노 연주자
Q15614082,원장태자,m,08770204,,noble Korean
Q15666746,이승철,m,19841025,,대한민국의 배우
Q15703547,바로 (가수),m,19961202,,South Korean rapper and actor
Q15707513,김삼순,f,19160623,20011211,세균학자
Q15711594,김희라,m,19170713,,대한민국의 배우
Q15727638,상안공,m,10500101,,
Q15732940,대령후,m,11270530,11540101,Korean prince
Q15788028,김철민,m,19950206,,South Korean speed skater
Q1580046,김용건,m,19780311,,대한민국의 배우
Q158056,백남준,m,18960101,20060129,한국의 비디오 아티스트 (1932-2006)
Q15934058,마쓰다이라 요시코,f,19091028,20060628,일본의 왕공족
Q15937927,장성길,m,19460122,20060701,politician
Q15971448,박승주,f,19920328,,South Korean speed skater
Q15985300,정병길,m,19770101,,"대한민국의 영화 감독, 영화 각본가"
Q15999535,윌리엄 린튼,m,19261207,19600101,missionary
Q16068080,박인숙,f,19490902,20150616,대한민국의 성우
Q16068586,전계현,f,19290404,20191220,대한민국의 배우
Q16068605,정형석,m,19780417,,South Korean voice actor
Q16068617,주호성,m,19810318,,South Korean actor
Q16068635,최하나,f,19740701,,대한민국의 성우
Q16070048,이양희,f,19220515,,South Korean psychologist and scholar
Q16071030,이찬혁,m,19990504,,"대한민국의 가수이자 음악 프로듀서, AKMU의 멤버"
Q16079902,박종구,m,19010705,,국무조정실 정책차장
Q16079960,천승세,m,19030416,20201127,대한민국의 소설가
Q16079983,G.고릴라,m,19760127,,"대한민국의 가수, 작곡가, 음반 프로듀서, 밴드 이브의 서브보컬 및 프로듀서"
Q16080019,강신항,m,19290414,,1930-
Q16080034,강인숙,f,19340115,,대한민국의 문학평론가
Q16080136,금노상,m,19470925,,
Q16080217,김무성,m,19050729,,대한민국의 정치인
Q16080219,김문용,m,19090203,19950207,대한민국의 정치인
Q16080231,김민호,m,19980204,,South Korean baseball player (1969-)
Q16080234,김병관,m,19390101,20080225,
Q16080243,김사은,f,19860101,,South Korean singer
Q16080266,김선미,f,19580927,,대한민국의 정치인
Q16080270,김성경,f,19670208,,대한민국의 방송인
Q16080285,김세연,m,19430219,,South Korean politician
Q16080287,김세의,m,19350123,,대한민국의 기자
Q16080288,김세환,m,19160101,,South Korean singer
Q16080301,김양,,19220921,,South Korean politician and diplomat
Q16080303,김연준,m,19500904,20080107,"교육자, 언론인"
Q16080333,김용민,m,19750101,,South Korean journalist
Q16080365,김일우,m,19580730,20040613,대한민국의 남자 배우 (1953년-2004년)
Q16080380,김재춘,m,19500101,20140102,"8-9대 국회의원, 3대 중앙정보부장"
Q16080384,김정근,m,19810513,,
Q16080539,김창익,m,19540222,20080129,대한민국의 음악가
Q16080674,김혁,m,19470222,,South Korean actor
Q16080717,김혜림,f,19300905,,대한민국의 가수
Q16080834,남경읍,m,19640927,,South Korean actor
Q16081058,문병호,m,19650313,,대한민국의 정치인
Q16081587,박삼구,m,19010705,,"기업가, 금호그룹 회장"
Q16081621,박상아,f,19640101,,대한민국의 배우
Q16081747,박성용,m,19010705,20050523,대한민국의 기업가
Q16081781,박세혁,m,19640412,,대한민국의 야구 선수
Q16081942,박영아,f,19600710,,대한민국의 정치인
Q16082602,박혜진,f,19690313,,대한민국의 프리랜서 아나운서
Q16082942,백종원,m,19810811,,대한민국의 요리연구가
Q16083277,서병수,m,19630917,,국민의힘 국회의원
Q16083487,선우종원,m,19401128,20140308,
Q16084406,신형원,f,19520101,,가수
Q16084762,안재구,m,19680101,20200708,대한민국의 수학자
Q16084970,양인자,f,19360309,,South Korean novelist
Q16085021,양후승,m,19590602,,South Korean baseball player (1961-)
Q16090147,김창훈,m,19540222,,South Korean singer
Q16090231,손화령,f,19520412,,South Korean actress
Q16090398,원홍구,m,19290519,19701003,조선민주주의인민공화국의 대학 교수
Q16090420,유두석,m,19570101,,대한민국의 정치인
Q16090431,유성엽,m,19681124,,대한민국의 정치인
Q16090573,유일호,m,19241007,,South Korean politician
Q16090635,윤석열,m,19311219,,대한민국의 제20대 대통령
Q16090681,윤항기,m,19460309,,South Korean singer
Q16090786,이다인,f,19640919,,대한민국의 배우 (1992년 출생)
Q16090891,이봉서,m,19390101,,대한민국의 전 상공부 장관
Q16090975,이송정,,19760818,,
Q16090987,이슬기,f,19830302,,Korean gayageum player
Q16091018,이영호,m,19450515,,actor
Q16091081,이재현,m,19310620,,CJ 그룹 회장
Q16091093,이제학,m,19641205,,대한민국의 남자 정치인
Q16091096,이종남,m,19700101,,대한민국의 법조 출신 정치인 (1936-2021)
Q16091160,이지현,f,19520508,,South Korean actress
Q16091210,이청,f,19500101,,"대한민국의 정치인, 교사"
Q16091294,이혜훈,f,19621023,,대한민국의 정치인
Q16091306,이홍규,m,19350602,20021031,일제강점기 법조인
Q16091370,임우재,m,19701006,,
Q16091408,장가용,m,19110814,20080119,South Korean surgeon and anatomist
Q16091504,장호일,m,19681223,,South Korean singer
Q16091539,전영록,m,19200306,,South Korean singer (1954-)
Q16091556,전인범,m,19561224,,South Korean general
Q16091679,정용진,m,19710302,,"대한민국의 기업가, 신세계 부회장"
Q16091847,조남호,m,19510101,,한진중공업의 회장
Q16091951,조철권,m,19560525,20070802,대한민국의 전 노동부장관
Q16091964,조하문,m,19860212,,South Korean singer
Q16092070,채국희,f,19680625,,대한민국의 배우
Q16092077,채승석,m,19740923,,"대한민국의 기업가, 애경개발 사장"
Q16092163,최영섭,m,19560902,,
Q16092273,추민기,m,19820713,,South Korean actor
Q16092482,허근욱,f,18850101,20170325,대한민국의 소설가
Q16093226,구자홍,m,19230624,20220211,대한민국의 기업인 (1946–2022)
Q16093399,김동원,m,19480715,20060513,대한민국의 영화 배우
Q16094944,박현식,m,19110101,20050820,대한민국의 야구인 (1929–2005)
Q16097650,이해욱,m,19380709,,"대한민국의 기업인, 대림산업 대표"
Q16097986,조긍하,m,19600306,19820128,대한민국의 영화 감독
Q16160030,신민준,m,19660101,,대한민국의 바둑 기사
Q16160132,곽방방,f,19790101,,South Korean table tennis player
Q16160910,노유정,f,19611020,,South Korean actress
Q16162707,구두회,m,19260630,20111021,"대한민국의 기업인, 전 예스코 명예회장"
Q16163145,구본준,m,19450210,,대한민국의 기업인
Q16163303,심도원,m,,,
Q16163642,구인회,m,19250424,19691231,LG그룹의 창업주
Q16163854,심효생,m,,,
Q16165398,원경국사,m,11270530,11830101,Korean prince
Q16166133,원신궁주,f,11000101,,princess Consort of Goryeo
Q16166601,찬덕 주씨,f,13351019,,Chandok
Q16167089,창락궁주,f,11270530,,Korean princess
Q16168020,권오석,m,19471223,19710830,대한민국의 전 대통령 노무현의 장인
Q16168671,귀인 양씨,f,18520908,19290101,Korean imperial consort
Q16168859,장경궁주,f,10500101,,Queen Consort of Goryeo
Q16168972,안동혁,m,19550101,20041014,
Q16169960,유은성,m,19830909,,South Korean singer
Q16170117,금관후,m,10500101,,
Q16170392,서세옥,m,19620101,20201129,South Korean artist
Q16170972,솔튼페이퍼,m,19501218,,South Korean singer
Q16171980,윤부길,m,19460309,19570101,South Korean singer
Q16172178,서희원,m,19470101,20040407,대한민국의 교수
Q16172371,윤언이,m,10400712,,
Q16172374,적경궁주,f,10500101,,Princesse
Q16172540,한승원,f,19501110,,South Korean manhwaga
Q16173139,윤혜진,f,19740405,,South Korean dancer (1980-)
Q16173248,최종건,m,19291121,19731115,"기업가, 선경그룹 창업주"
Q16173287,김기창,m,19200101,20010123,
Q16173477,한효섭,m,19740923,,대한민국의 정치인
Q16173576,최필립,,18990101,20130918,
Q16173605,최향,m,11660101,,
Q16173739,성빈 지씨,f,,,조선 정종의 후궁
Q16174033,추송웅,m,19730509,19851229,대한민국의 배우 (1941–1985)
Q16174683,김민정,f,19821031,,대한민국의 방송사 KBS의 여자 아나운서
Q16175025,에리카 김,f,19660606,,
Q16175060,김보애,f,19220406,20171014,대한민국의 영화 배우
Q16175372,김상홍,m,18960101,20100523,대한민국의 기업인
Q16175424,박인철,m,19740408,,대한민국의 기업인
Q16175491,정몽윤,m,19151125,,"대한민국의 기업인, 현대해상화재보험의 회장"
Q16176035,박지훈,m,19480304,,대한민국의 기업인
Q16176070,박진섭,m,19580215,,대한민국의 가수
Q16176116,박찬구,m,19010705,,"기업가, 금호석유화학 회장"
Q16176119,려연구,f,19281105,19960928,조선민주주의인민공화국의 정치인
Q16176271,정순공주,f,13650719,14600101,태종과 원경왕후의 자녀
Q16176332,허종,m,18850101,,조선민주주의인민공화국의 외교관
Q16176525,박홍수 (조선),m,18581207,19010101,"조선의 문신, 정치인 (1814~1901)"
Q16176680,김영일,m,19241229,20000101,North Korean politician
Q16177000,이민아,f,19340115,20120315,"한국계 미국인 변호사, 목회자"
Q16177323,강명도,m,19581204,,
Q16177357,현영운,m,18700223,20000101,
Q16177365,강문영,f,19661205,,South Korean film actor
Q16177384,손문권,m,19600824,20120121,
Q16177510,손웅정,m,19920708,,"대한민국의 축구 선수, 손흥민의 아버지"
Q16177593,김윤남,f,19491020,20130605,기업인 김신석의 자녀
Q16177650,방준오,m,19480206,,조선일보 부사장
Q16177672,강세형,m,19090203,19600701,대한민국의 정치인
Q16177787,이상순,m,19790510,,대한민국의 기타리스트
Q16177833,연희궁주,f,11520517,,korean Royal Princess
Q16177870,고윤,m,19510920,,대한민국의 배우
Q16177903,혜은이,f,19500610,,대한민국의 여자 가수
Q16177963,구본능,m,19450210,,"대한민국의 기업가, 희성그룹 회장"
Q16178031,정화당 김씨,f,18520908,,
Q16178213,김재원,m,19510407,19900412,
Q16178287,김윤경,f,19490902,,대한민국의 1949년생 배우
Q16178449,송송이,f,19711001,,South Korean actress
Q16178678,이소선,f,19480826,20110903,South Korean trade unionist
Q16178789,백붕제,m,19380110,19500720,
Q16179029,나기정,m,18960418,19150101,
Q16179324,덕녕궁주,f,11270530,,Korean princess
Q16179548,고수일,m,19130814,,politician
Q16179601,이신형,m,20020206,,대한민국의 스타크래프트 II 프로게이머
Q16179644,홍석조,m,19491020,,"대한민국의 기업인, BGF리테일 회장"
Q16179683,홍성기,m,19400715,20010203,대한민국의 영화 감독
Q16179779,김진아,m,19220406,20140820,대한민국의 배우
Q16179807,태형철,m,19160101,,조선민주주의인민공화국의 정치인
Q16180037,김진재,m,19720715,20051024,South Korean politician
Q16180284,경선공주,f,13351019,,조선 태조의 차녀
Q16180324,경정공주,f,13650719,14550101,조선 태종과 원경왕후의 자녀
Q16180342,이용휘,m,19630901,,South Korean politician
Q16180343,경춘원군,m,09230101,09600101,prince of Goryeo
Q16180564,고영준,m,19111229,,대한민국의 가수
Q16180796,박시은,f,19660419,,대한민국의 아역배우 출신 가수 (2001년)
Q16180853,수안택주,f,11000101,11280101,Princesse
Q16180926,김근,m,10750101,,고려 중기의 문신
Q16181019,김태화,m,19520511,,South Korean singer
Q16181033,김성용,m,19160623,19990107,일제강점기 행정관료
Q16181084,이은영,f,19620220,,South Korean politician (1963-)
Q16181216,서현철,m,19690101,,South Korean television and film actor
Q16181235,성완종,m,19630319,20150409,South Korean politician
Q16181355,화순궁주,f,11270530,,
Q16181530,이인희,f,19100212,20190130,한솔그룹 고문
Q16181683,박덕남,f,19471223,20170224,대한민국의 운동가
Q16181706,박연수,f,19790220,,대한민국의 배우
Q16181825,이재찬,m,19330524,20100818,(1964-2010)
Q16181850,안성준,m,19890830,,대한민국의 바둑 기사
Q16181942,숙신옹주,f,13351019,14530101,
Q16182288,윤연선,f,19400501,,South Korean singer
Q16182428,이존오,m,13620101,,
Q16182619,이하원,m,19620921,20161125,대한민국 희극 배우
Q16182997,조충현,m,19871130,,대한민국의 아나운서
Q16183018,조희준,m,19360214,,대한민국의 언론인
Q16183133,이준,m,19530101,20031004,"대한민국의 기업인, 삼풍그룹 회장, 삼풍백화점 붕괴 사고의 주범"
Q16183634,황혜영,f,19730521,,South Korean singer
Q16183695,황해,m,19240129,20050209,"대한민국의 배우, 가수"
Q16184169,조창수,m,19530305,,대한민국의 야구 선수
Q16184345,후광주원부인,f,09120101,,
Q16184470,이한상,m,19221022,,"대한민국의 기업 출신 종교인, 몽골의 선교사"
Q16184826,이혜정,f,19790629,,South Korean model
Q16184854,이호,m,10500101,,
Q16189313,황철순,m,19550216,,Olympic athlete
Q16192929,닐 샤피로,m,19650917,,전 NBC 뉴스 사장
Q16193195,김지원,m,19640527,,대한민국의 권투 선수
Q16211707,김상만,m,18911011,19940126,대한민국의 언론인
Q16219820,노소영,f,19601203,,대한민국의 미술관장
Q16219888,박찬미,f,19590603,,South Korean basketball player (1965-)
Q16220126,염국보,m,13040101,,
Q16234741,이재성,m,19870730,,대한민국의 축구 선수 (1992년 출생)
Q16261175,김신영,f,19860702,,대한민국의 바둑 기사
Q16261176,김영삼,m,19791120,,대한민국의 바둑 기사
Q16261216,낙랑후,m,10500101,10830420,Prince Nakrang
Q16261253,노경수,m,19300228,,대한민국의 정치학자
Q16261543,박은태,m,19800828,,South Korean actor
Q16261922,안정궁주,f,11270530,,
Q16262161,최태민,m,19560623,19940719,대한민국의 기독교 전도사
Q16262220,허정구,m,19430713,19990923,대한민국의 기업가
Q16262273,현미진,f,19741210,,대한민국의 바둑 기사
Q16262682,의성부원대군,m,08770204,,prince of Goryeo
Q165210,김영삼,m,19281206,20151122,대한민국의 제14대 대통령
Q1656902,성한국,m,19910729,,대한민국의 배드민턴 선수
Q165698,허재,m,19930805,,대한민국의 전 농구 선수 / 농구 감독
Q16586322,박제언,m,19650217,,South Korean Nordic combined skier (born 1993)
Q16630731,고영남,m,19670708,20030917,대한민국의 영화 감독
Q16631014,신정균,m,19261011,,South Korean film director
Q16631360,진형태,m,19350222,,
Q166421,이성자,f,19180603,20090308,Korean painter (1918-2009)
Q16726313,강신경,m,19660718,20190101,
Q16766758,광민,m,19950424,,South Korean singer
Q16767748,유나,f,19971126,,가수
Q168567,신격호,m,19550214,20200119,"대한민국의 기업인, 롯데의 창업주 (1921–2020)"
Q16865202,소율,f,19780314,,대한민국의 가수
Q16875862,한승현,m,19541203,,대한민국의 배우
Q16880402,이양우,m,13300101,14170101,
Q169144,권현상,m,19360502,,대한민국의 배우
Q16929680,김신,m,19530224,,South Korean footballer
Q16978897,이백온,m,13300101,,
Q16978911,이조,m,13300101,,
Q17158067,박문원,m,19091207,19730428,North Korean painter
Q171684,이승만,m,19000615,19650719,"대한민국의 제1·2·3대 대통령, 독립운동가, 교육가 (1875–1965)"
Q17172288,김보옥,f,19520508,,대한민국의 무용가
Q17172386,하호정,f,19731202,,대한민국의 바둑 기사
Q17189506,알레이나 일마즈,f,20100317,,Turkish-Korean actress
Q17238247,유주용,m,19460309,,South Korean singer
Q17278222,궁인 애이주,f,09120101,,
Q17304817,나봉한,m,19021027,,대한민국의 영화 감독
Q17346080,백수련,f,19700220,,South Korean actress
Q17346805,유한진,m,19710410,,South Korean composer
Q17401428,전진영,m,19540326,,South Korean singer
Q17401456,채령,f,19810702,,대한민국의 배우
Q1741525,김국태,m,19030814,20131213,정치인
Q1741601,김연자,f,19910729,,대한민국의 배드민턴 선수
Q17486965,김소현,f,19830328,,대한민국의 뮤지컬 배우
Q17487449,유숙,f,19600406,,South Korean singer
Q17503946,윤삼륙,m,19020323,20200702,대한민국의 영화 감독
Q17504093,장극,m,18990828,20080221,
Q17504204,조현문,m,19351119,,"대한민국의 법조인, 기업인"
Q17682944,김혜림,f,19910216,,대한민국의 바둑 기사
Q17682960,박창명,m,19850607,,대한민국의 바둑 기사
Q17963959,강석현,m,19370508,,대한민국의 배우
Q17964143,임유진,m,19800611,,South Korean actor
Q17964206,조운해,m,19290130,20190301,강북삼성병원 이사장
Q18013379,백서빈,m,19470316,,대한민국의 배우
Q18070620,김수영,f,19631206,,"1964년생, 대한민국의 여자 정치인"
Q18116792,정양모,m,19290414,,South Korean art historian
Q18142600,허웅,m,19650928,,대한민국의 농구 선수
Q181993,김정숙,f,19290306,,조선민주주의인민공화국의 정치인
Q18328683,류찬우,m,19580305,19990101,"대한민국의 기업인, 풍산그룹 창업주"
Q18329053,홍화리,f,19770228,,대한민국의 배우
Q18342477,Park Hyun-ha,f,19880122,,South Korean synchronized swimmer
Q18342480,Park Hyun-sun,f,19890719,,South Korean synchronized swimmer
Q18381120,설경동,m,19220101,19740120,"대한민국의 기업인, 대한전선 창업주"
Q18381259,이두희,m,19900718,,"대한민국의 프로그래머, 사업가"
Q18531275,최성민,m,19990929,,대한민국의 가수
Q18550343,김지수,f,19660825,,대한민국의 텔레비전 각본가
Q18567207,이하얀,f,19640414,,대한민국의 배우
Q18567368,조현준,m,19351119,,"대한민국의 기업인, 효성그룹 사장"
Q18567542,최창원,m,19260109,,
Q18572730,Q18572730,m,19870209,,
Q18605667,이용이,f,19530524,,South Korean actress
Q18605676,이재영,f,19961015,,South Korean volleyball player
Q18605750,정윤회,m,19840101,,"대한민국의 범죄자, 2016년 국정농단사태 주범 최순실씨의 남편"
Q18605825,최신원,m,19260109,,"기업인, SKC 회장"
Q18642273,조현아,f,19490308,,"대한민국의 기업인, 전 대한항공 부사장"
Q18648106,권재희,f,19560924,,대한민국 배우
Q18648443,이석준,m,19730509,,대한민국의 배우
Q18648469,임영규,m,19640919,,대한민국의 배우
Q18648496,조수호,m,19620101,20061126,전 한진해운 회장
Q18648498,조원태,m,19490308,,대한항공 사장
Q18648500,조중훈,m,19490308,20021117,"대한민국의 기업가, 한진그룹 창업주"
Q186500,장면,m,19130408,19660604,"대한민국의 정치가, 제2공화국 前 국무총리"
Q18697706,이다영,f,19961015,,South Korean volleyball player
Q18697707,이수현,f,19960912,,"대한민국의 가수, AKMU의 멤버"
Q18800,타블로,m,19820104,,"대한민국의 래퍼, 에픽하이의 리더"
Q18815396,김지은,f,19920629,,대한민국의 배우 (1988년 출생)
Q18815737,져니,f,19880928,,대한민국의 작곡가이자 가수
Q18914,황순원,m,19380509,20000914,대한민국의 소설가 (1915-2000)
Q18998869,김열,f,19880412,,South Korean actress
Q18999044,나애심,f,19680519,20171220,"대한민국의 가수, 배우"
Q19161727,김정인,m,19940608,,South Korean baseball player
Q19161954,이웅범,m,19890108,,LG화학 사장
Q19162008,전오승,m,19500101,20160703,대한민국의 작곡가
Q192049,윤보선,m,19110421,19900718,"대한민국의 제4대 대통령, 독립운동가, 정치인"
Q192111,윤치호,m,18961225,19451206,"대한제국과 일제감정기 조선의 정치인, 교육자 (1865-1945)"
Q19349259,김선영,f,19770101,,1976년생 대한민국의 배우
Q19349718,임창욱,m,19770813,,대상그룹 명예회장
Q19349740,정우식,m,19550101,,대한민국의 배우
Q19359988,이지승,m,19380315,,"대한민국의 영화 감독이자 교수, 영화 제작자"
Q19407748,공승연,f,19961101,,대한민국의 배우
Q19561180,이은희,f,19760314,,유도 선수
Q19599257,윤양하,m,19730318,,대한민국의 배우 (1940–2021)
Q19603625,전영선,f,19230316,,대한민국의 배우
Q196676,이태규,m,19050510,19921026,대한민국의 이론화학자
Q19794577,김대희,m,19870518,,대한민국의 바둑 기사
Q19794591,김수진,f,19890815,,대한민국의 바둑 기사
Q19854570,정을영,m,19830831,,South Korean television director
Q19939280,강석진,m,19610909,,대한민국의 수학자
Q19939351,공명,m,19960201,,"대한민국의 배우, 1994년"
Q19940963,장성만,m,19670101,20151206,South Korean politician
Q19941054,정상희,m,19380315,19810307,대한민국의 기업인이자 국회의원
Q19941075,정재문,m,19150919,,"대한민국의 정치인, 기업가"
Q19941294,추상록,m,19730509,,대한민국의 영화 감독
Q20010831,신승리,f,19261011,,
Q20010834,유경준,m,19590810,,국민의힘 국회의원
Q20038611,Kōji Iizuka,m,19500410,,
Q20091438,손준호,m,19751111,,대한민국의 뮤지컬 배우
Q20444697,정재은,f,19650519,,South Korean actress
Q20444931,증통국사,m,08770204,,noble Korean.buddhust monk
Q20445256,왕태,m,08770204,,Prince
Q20651852,숙의 지씨,f,,,조선 제2대 왕 정종의 후궁
Q208203,김성수,m,19100119,19550218,"교육자, 정치인, 언론인"
Q20855604,박동희,m,19171114,19670101,
Q20855612,박무희,m,19171114,,박정희의 둘째 형
Q20855638,박귀희,f,19171114,,대한민국의 전 대통령 박정희의 누나
Q20855789,박한생,m,19171114,19280101,
Q20855812,박재희,f,19171114,19960904,박정희의 동생
Q20859562,박재옥,f,19171114,20200708,대한민국의 전 대통령 박정희의 자녀
Q20995,안철수,m,19630317,,"대한민국의 정치인, 의사, 사업가 및 소프트웨어 기업가"
Q21001,문재인,m,19200101,,대한민국의 제19대 대통령 (1953-)
Q21005858,김상범,m,19640101,,대한민국의 영화 편집자
Q21057676,김경록,m,19730422,,
Q21058754,손혜원,f,19230119,,"대한민국의 브랜딩 디자이너, 정치인"
Q21059072,신영자,f,19221004,,대한민국의 기업인. 롯데 창업주의 딸.
Q21059636,왕직,m,08770204,,noble Korean
Q21059881,이민아,f,19930224,,South Korean footballer
Q21060156,전재만,m,19310306,,대한민국의 공무원
Q21060180,정균,m,11060101,,
Q21060511,조슈아 캐럿,m,19881008,,"잉글랜드의 모델, 방송인, 유튜버"
Q21066055,김영남,m,20010824,,South Korean diver
Q21074800,이회성,m,19350602,,South Korean chair of the Intergovernmental Panel on Climate Change
Q21080999,여에스더,f,19670206,,
Q211648,노신영,m,19541027,20191021,대한민국의 정치인 (1930–2019)
Q213079,이정수,m,19831013,,대한민국의 축구 선수
Q21337722,강사욱,m,19270101,,South Korean microbiologist
Q21575797,김소희,f,19880809,,대한민국의 2014년 미스코리아 서울 미(美)
Q2164635,Roman Jackiw,m,19460101,,theoretical physicist
Q21706962,김수진,f,19670103,,대한민국의 방송 진행자
Q21709735,박병규,m,19880912,,대한민국의 바둑 기사
Q21710292,이순정,f,19530313,,South Korean singer
Q21710370,일라이다 일마즈,f,20061114,,child actress
Q21710408,장덕,f,19560221,19900204,"대한민국의 싱어송라이터, 음악가 (1961–1990)"
Q21710417,장연우,f,19650803,,South Korean singer
Q21710482,정유경,f,19430905,,Korean businesswoman
Q21710516,조상선,,19650803,19830101,
Q21710535,조현,m,19650803,,South Korean singer
Q21710537,조휘,m,19650803,,South Korean singer
Q21824806,권효진,f,19571003,,대한민국의 바둑 기사
Q21824996,웨량,m,19820327,,중국의 바둑 기사
Q21825414,함영준,m,19300615,,
Q21825416,함태호,m,19590302,20160912,
Q22100580,문빈,m,19990909,,South Korean singer
Q2233555,강영섭,m,19041207,20120121,조선민주주의인민공화국의 정치인
Q224639,이정희,f,19580919,,South Korean politician
Q22668495,김승찬,m,19650101,,발명가
Q227710,NAM,,19610725,,위키백과 동음이의어 문서
Q22773742,문수아,f,19980126,,
Q22973104,김대용,m,19870518,,대한민국의 바둑 기사
Q22973121,김미경,f,19620226,,
Q22973139,김성래,m,19980314,,대한민국의 바둑 기사
Q22973147,김세실,f,19840806,,대한민국의 바둑 기사
Q22973163,김은선,f,19810709,,대한민국의 바둑 기사
Q22973178,김진훈,m,19920419,,대한민국의 바둑 기사
Q22973181,김채영,f,19980314,,대한민국의 바둑 기사
Q22973900,방주란,f,19670121,,대한민국의 배우
Q22974006,브라더수,m,19930627,,대한민국의 가수
Q22974406,안형준,m,19910916,,대한민국의 바둑 기사
Q22974650,윤재웅,m,19880318,,대한민국의 바둑 기사
Q22974658,윰댕,f,19781031,,대한민국의 인터넷 방송인
Q22974719,이여진,f,19790814,,South Korean announcer
